NONE-NONE-NONE-NONE-PHYSICS140-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-PHYSICS240-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-NONE-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-PHYSICS140/PHYSICS141-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-PHYSICS140/PHYSICS141-PHYSICS240-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-PHYSICS140/PHYSICS141-PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-PHYSICS240-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-NONE-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-PHYSICS140-PHYSICS141-PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-PHYSICS140/PHYSICS141-NONE-PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-NONE-PHYSICS140/PHYSICS141-PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,8
NONE-NONE-PHYSICS141-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-PHYSICS141-PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-NONE-PHYSICS141-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-NONE-PHYSICS240-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,4
NONE-NONE-PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,6
NONE-NONE-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,4
NONE-PHYSICS140/PHYSICS141-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-PHYSICS140/PHYSICS141-NONE-PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-PHYSICS140/PHYSICS141-NONE-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,3
NONE-PHYSICS140/PHYSICS141-PHYSICS240-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-PHYSICS140/PHYSICS141-PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,19
NONE-PHYSICS140/PHYSICS141-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-PHYSICS140/PHYSICS141/PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-PHYSICS141-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,6
NONE-PHYSICS141-PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
NONE-PHYSICS141-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,8
NONE-PHYSICS240-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-PHYSICS240-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
NONE-PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,7
NONE-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,6
PHYSICS140-NONE-PHYSICS240-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
PHYSICS140-PHYSICS141/PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
PHYSICS140/PHYSICS141-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,9
PHYSICS140/PHYSICS141-NONE-PHYSICS240-NONE-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
PHYSICS140/PHYSICS141-NONE-PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,3
PHYSICS140/PHYSICS141-NONE-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
PHYSICS140/PHYSICS141-PHYSICS240-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
PHYSICS140/PHYSICS141-PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,14
PHYSICS140/PHYSICS141-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
PHYSICS141-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,8
PHYSICS141-PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
PHYSICS141-PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,8
PHYSICS141/PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,1
PHYSICS240-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,2
PHYSICS240/PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,4
PHYSICS241-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE-NONE,5
